AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle,IRSI,DrivingAggressiveness,FuelEfficiencyScore,RoadCategory
0,0.0,26.9577986,"621,5976567",0,0.4221518987341772,"28,23529434",64,99,808,"4,559999943",16,0.5773615635179153,11.95576477,0.0,0.5,1.0,26.547231270358306,36.88607594936709,2.08075702813181,Good
0,0.0,26.10211464,"623,0933999",0,0.4181434599156118,"30,19607925",64,99,809,"4,710000038",16,0.5757328990228013,11.95576477,0.0,0.5,1.0,26.514657980456025,36.72573839662447,2.014710447695169,Good
0,0.0,25.25018364,"623,2982431",0,0.3719409282700422,"67,45098114",64,99,1134,"9,649999619",16,0.6140065146579805,11.95576477,0.0,0.5,1.0,27.28013029315961,34.87763713080169,1.9489535421690123,Good
0,0.0,24.39074658,"621,6155298",0,0.33902953586497886,"41,5686264",64,100,1055,"11,77999973",19,0.6441368078175895,11.99407768,0.0,0.5,1.0,27.88273615635179,33.56118143459915,1.8770663975282622,Good
"-0,5",0.0685920543906801,23.67017057,"612,6115121","8,556839943",0.3421940928270042,"5,882352829",64,107,1708,"22,45999908",20,0.6457654723127035,12.03064632,0.0,0.5,1.0,28.944190262114272,36.43144588870737,1.8165001173940234,Good
"-0,5999756",0.10649818833709289,23.04717262,"601,6929302","4,728779797",0.31835443037974687,"81,5686264",64,119,1393,"11,10000038",21,0.6681596091205212,12.05277824,0.0,0.5,1.0,29.96066500746682,36.99410474867359,1.7656909660329907,Good
"-0,6999512",0.12274366659467106,22.45044559,"588,9914557","2,02661895",0.2869198312236287,"81,5686264",64,110,1314,"16,79999924",19,0.7027687296416938,12.07884979,0.0,0.5,1.0,30.89652959175394,36.38653991273199,1.7165458698948788,Moderate
"-0,7999878",0.15523465381129783,21.92502569,"575,1627509","4,05324173",0.2510548523206751,"66,66666412",64,120,1689,"23,04000092",20,0.7141693811074918,12.1067028,0.0,0.5,1.0,31.611907429319302,36.251580245278916,1.6728101662608843,Moderate
-1,0.19494583151599137,21.46715966,"559,9280792","4,95395851",0.22784810126582278,"50,19607925",64,137,2010,"30,56999969",21,0.7235342019543974,12.1398735,0.0,0.5,1.0,32.394871511827816,36.91175731127257,1.6337417297053887,Moderate
"-1,1999512",0.22924187024241893,21.05432966,"543,368405","4,27842141",0.21097046413502113,"30,98039246",64,155,2262,"27,37999916",20,0.7316775244299675,12.16631889,0.0,0.5,1.0,33.07217854223563,37.60849337509761,1.5991052499868474,Moderate
"-1,5999756",0.2581227086678002,20.69028864,"526,8942598","3,60287666",0.21097046413502113,0,64,127,2429,"22,96999931",19,0.7251628664495114,12.18074226,0.0,0.5,0.0,33.375097959007235,18.763726912112855,1.569736228193267,Moderate
"-1,6999512",0.2743682175466883,20.35627165,"510,7768036","2,02662277",0.189873417721519,0,64,109,1513,"16,05999947",18,0.7361563517915309,12.17885208,0.0,0.5,0.0,33.838650299030945,18.56966541072829,1.5446164450766033,Moderate
"-2,0999756",0.2815883928042606,20.05603158,"496,1642974","0,90071488",0.16877637130801687,"61,96078491",65,118,1613,"20,84000015",18,0.7536644951140066,12.18269825,0.0,0.5,0.0,34.29711579434404,18.0145905644911,1.5213904770975093,Moderate
"-1,6999512",0.30324907128272455,19.80458054,"483,1518521","2,70216369",0.15611814345991565,"49,80392075",65,131,1745,"24,65999985",19,0.7618078175895766,12.18842411,0.0,0.5,0.0,34.784892421032396,18.37468858970561,1.5016639118379096,Moderate
-2,0.32851982215948017,19.62068352,"473,132755","3,15251923",0.1371308016877637,"48,23529434",65,136,1845,"26,76000023",19,0.7634364820846906,12.19363499,0.0,0.5,0.0,35.19652697408602,18.626024953889754,1.487132510098341,Moderate
"-2,3000488",0.34837543397780935,19.45930453,"463,6925387","2,47698212",0.12447257383966248,"40,39215851",65,142,1951,"21,27000046",18,0.7601791530944626,12.18939114,0.0,0.5,0.0,35.429214571556386,18.913920312698878,1.4753754986448906,Moderate
"-2,3999634",0.36642597897568285,19.30918456,"454,2789799","2,25180053",0.12025316455696206,"32,94117737",65,131,2032,"19,55999947",18,0.7809446254071661,12.18997097,0.0,0.5,0.0,36.11528219277857,19.4671657413058,1.4639292689815526,Moderate
"-2,3999634",0.3772562877138457,19.20034756,"447,4005636","1,35107804",0.1118143459915612,"32,94117737",66,121,2087,"18,18000031",17,0.7760586319218241,12.17241955,0.0,0.5,0.0,36.180016954144165,19.56282534821628,1.4576173714418321,Moderate
"-2,3000488",0.39530683271171907,19.13654655,"443,2403055","2,25180053",0.10548523206751059,"22,35294151",66,121,2149,"18,84000015",17,0.7666938110749186,12.16092873,0.0,0.5,0.0,36.263478712174155,20.031682591169186,1.4540422596756968,Moderate
"-1,9000244",0.4025270385104408,19.09151049,"440,2677248","0,90071869",0.11392405063291139,"22,35294151",66,115,2184,"15,97999954",17,0.7776872964169381,12.15295792,0.0,0.5,0.0,36.59165150599537,20.65804356573409,1.4514993970268857,Moderate
"-2,1000366",0.4043321052507361,19.05398048,"437,7874257","0,22518158",0.10337552742616035,"20,7843132",66,109,2170,"15,68999958",16,0.7333061889250815,12.14074802,0.0,0.5,0.0,35.73110535726267,20.308305307075862,1.4499920743476824,Moderate
-2,0.4043321052507361,19.02395646,"435,8148738",0,0.10548523206751059,"18,4313736",66,108,2182,"15,64000034",16,0.7284201954397395,12.12661076,0.0,0.5,1.0,35.63338548755583,40.39269349272987,1.4492664411114144,Moderate
"-2,6000366",0.4007220023914555,18.99393244,"433,86799","-0,45035934",0.14556962025316456,"21,96078491",66,109,2161,"16,28000069",16,0.6934039087947883,12.11263084,0.0,0.5,1.0,34.8789082117676,41.8516649057848,1.448521861994248,Moderate
"-2,2999878",0.4079421775688673,18.97516738,"432,6287674","0,90071487",0.17721518987341772,"21,96078491",67,110,2182,"15,89000034",16,0.6726384364820848,12.0933857,0.0,0.5,1.0,34.571901393174706,43.40629469769141,1.449217781769004,Moderate
-2,0.4025270385104408,18.94514336,"430,6651536","-0,67553711",0.16666666666666669,"19,6078434",67,109,2190,"16,37000084",16,0.6681596091205212,12.0783987,0.0,0.5,1.0,34.40109776006703,42.7677482070843,1.4485827963021192,Moderate
"-1,8000488",0.4079421775688673,18.94139027,"430,4204267","0,67553711",0.18143459915611815,"27,05882454",67,112,2213,"18,22999954",17,0.6457654723127035,12.07309914,0.0,0.5,1.0,34.034442109787086,43.57507106899942,1.4488829364144178,Moderate
"-1,6000366",0.4151624445300483,18.96015533,"431,6523442","0,90072632",0.2088607594936709,"29,41176605",67,116,2255,"18,42000008",17,0.625,12.0641861,0.0,0.5,1.0,33.72743666795073,44.96092816094877,1.4513078109014383,Moderate
"-1,5",0.4296028561274917,19.01269732,"435,1821134","1,80143738",0.23839662447257381,"27,05882454",67,115,2289,"18,05999947",17,0.6172638436482085,12.05695629,0.0,0.5,1.0,33.78931971487654,46.71997922400262,1.456135480407586,Moderate
"-0,0999756",0.2761732537458342,23.24608125,"73,92486303","1,12590027",0.32573839662447257,"58,8235321",79,122,1603,"20,36000061",17,0.634771986970684,16.04647827,0.0,0.5,1.0,31.838038545601194,44.07646601481227,1.3636881989232135,Moderate
"0,1000366",0.2978339322242981,23.86532627,"67,65471985","2,70216369",0.3149789029535865,"45,49019623",79,128,1714,"17,10000038",17,0.629885993485342,16.07421684,0.0,0.5,1.0,32.06522885307131,44.512513407115385,1.3977406105145846,Moderate
"0,4000244",0.3194945801616126,24.52960729,"61,88691023","2,70215988",0.310126582278481,"41,17647171",79,122,1808,"15,03999996",16,0.6425081433224755,16.13183594,0.0,0.5,1.0,32.6425815688737,45.18484649760374,1.4318142769933626,Moderate
"0,7999878",0.33393499175905605,25.22391226,"56,17109437","1,80143738",0.3208860759493671,"36,47058868",80,117,1853,"16,37000084",16,0.6649022801302932,16.14952278,0.0,0.5,1.0,33.307070478991704,46.192842708336926,1.470822983448639,Moderate
"1,2000122",0.3447653004972188,25.94073521,"50,22612626","1,35107804",0.30843881856540084,"34,50980377",80,119,1927,"17,23999977",16,0.6665309446254072,16.16322327,0.0,0.5,1.0,33.50209839996642,46.128164762504795,1.5114139577349914,Moderate
"1,4000244",0.35559567031768047,26.68007624,"44,01539896","1,35108566",0.30021097046413503,"35,29411697",80,120,1978,"17,68000031",16,0.7267915309446255,16.17706871,0.0,0.5,1.0,34.86976567365772,46.232265631272625,1.5532380227638969,Moderate
"1,1000366",0.35559567031768047,27.30307428,"42,34147177",0,0.2805907172995781,"34,50980377",80,122,2029,"18,80999947",16,0.745928338762215,16.1970787,0.0,0.5,1.0,35.25250183000951,45.447455504690346,1.5876576921172083,Moderate
"0,7999878",0.37364618477440453,27.88103627,"44,31791847","2,25179672",0.2869198312236287,"36,07843018",80,125,2101,"20,09000015",17,0.737785016286645,16.21930504,0.0,0.5,1.0,35.36039309734896,46.42264063992133,1.6191731434708356,Moderate
"0,5",0.39350176597142383,28.48902222,"47,61294998","2,4769783",0.2805907172995781,"35,68627548",81,128,2163,"20,64999962",17,0.747557003257329,16.24437904,0.0,0.5,1.0,35.85366655471794,46.96369933084007,1.6520758534660465,Moderate
"0,7999878",0.41335740833090245,29.09700829,"53,21914932","2,47698593",0.26371308016877637,"34,90196228",81,129,2248,"28,78000069",16,0.752442996742671,16.29874611,0.0,0.5,1.0,36.24922105981696,47.082819539987156,1.6820299058080113,Moderate
"0,7999878",0.41696748064903366,29.64869928,"60,05599785","0,45035553",0.24472573839662448,"47,45098114",81,151,2351,"28,35000038",17,0.7650651465798046,16.39698792,0.0,0.5,1.0,36.55581514133161,46.46772876182633,1.7042432527021032,Moderate
"0,2999878",0.4368230924673628,30.19663728,"69,11954531","2,47698212",0.2552742616033755,"42,74509811",81,149,2410,"21,61000061",17,0.7634364820846906,16.40806007,0.0,0.5,1.0,36.821076028704255,47.68389416282954,1.7346354021399006,Moderate
"-0,2000122",0.44404326772493513,30.70704524,"79,11682364","0,90071488",0.24261603375527424,0,81,119,1662,"20,98999977",16,0.7728013029315961,16.39681816,0.0,0.5,1.0,37.11667507450595,47.466372059208375,1.7650954880130794,Moderate
"-0,7000122",0.45126350406480625,31.20994721,"89,6004813","0,9007225",0.24472573839662448,"61,56863022",82,132,1831,"26,55999947",16,0.7809446254071661,16.36980057,0.0,0.5,1.0,37.38784506911542,47.83956969845723,1.7967936410222125,Moderate
-1,0.4638988794631038,31.72786118,"101,0454331","1,57625961",0.2489451476793249,"56,47058868",82,147,1893,"28,95999908",16,0.7858306188925082,16.32434082,0.0,0.5,1.0,37.67509556979672,48.51376108569715,1.8314036597208898,Moderate
"-1,6000366",0.4819494245411377,32.27955217,"114,0263914","2,25180054",0.24261603375527424,"51,76470566",82,153,1948,"21,54000092",16,0.7744299674267101,16.22811127,0.0,0.5,1.0,37.717840716651274,48.98261833185648,1.8736558908932566,Moderate
-2,0.49458483056074526,32.89504423,"127,3551475","1,57626343",0.24472573839662448,"40,7843132",82,134,1985,"19,78000069",16,0.7666938110749186,16.12132072,0.0,0.5,1.0,37.75264867990955,49.57242275829479,1.9212912816693035,Moderate
"-2,0999756",0.5036100724784522,33.53680722,"140,8731598","1,12589645",0.23417721518987344,"37,25490189",82,128,2016,"17,71999931",16,0.7683224755700326,16.01762009,0.0,0.5,1.0,37.92060059857744,49.51149150673303,1.9707107716963963,Moderate
"-2,6000366",0.5108303088183234,34.22735923,"153,6925633","0,9007225",0.24050632911392406,"32,94117737",82,121,2030,"17,79999924",15,0.749185667752443,15.92382526,0.0,0.5,1.0,37.64616798732371,50.05346551728991,2.0224363407306885,Moderate
"-2,5",0.5162454173356004,34.95544113,"165,4913653","0,6755333",0.2489451476793249,"30,19607925",83,118,2049,"16,54000092",15,0.750814332247557,15.81693649,0.0,0.5,1.0,37.759967904985146,50.60762260059701,2.0785855468257166,Moderate
"-2,2999878",0.519855550816191,35.70979408,"176,0604348","0,45036316",0.259493670886076,"30,58823586",83,118,2062,"16,80999947",15,0.7300488599348535,15.70828915,0.0,0.5,1.0,37.398810460939934,51.17396886809068,2.137250185187273,Moderate
-2,0.5234656842967814,36.4116051,"187,7469015","0,45036316",0.26793248945147674,"32,54901886",83,117,2071,"16,73999977",15,0.7284201954397395,15.61491585,0.0,0.5,1.0,37.42038917324651,51.65592694993033,2.191501024063267,Moderate
"-1,7999878",0.5270757566149126,37.11341604,"199,0744401","0,45035553",0.2763713080168776,"29,80392265",83,119,2085,"16,85000038",16,0.7202768729641694,15.53280544,0.0,0.5,1.0,37.311673808507074,52.13788258527161,2.2448347423363857,Moderate
"-1,8000488",0.5252706898746173,37.80396795,"209,4005903","-0,22518158",0.27848101265822783,"16,86274529",83,118,2097,"17,10000038",16,0.7109120521172638,15.45822144,0.0,0.5,1.0,37.09730139046454,52.150068101313806,2.296965567501806,Moderate
"-1,3999634",0.5379060958942248,38.50953194,"220,5651977","1,57626343",0.299367088607595,"16,86274529",83,114,2090,"14,68000031",16,0.7125407166123778,15.36790085,0.0,0.5,1.0,37.31940577066092,53.4909273800728,2.3527471416714993,Moderate
"-0,7999878",0.5306858900955032,39.19257794,"230,0960987","-0,90071869",0.30358649789029535,"8,235294342",83,107,2062,"14,46000004",15,0.6901465798045603,15.27307892,0.0,0.5,1.0,36.76321994752376,53.37089551943195,2.4084303980011668,Moderate
"-0,6000366",0.5234656842967814,39.84559994,"238,3207908","-0,90071869",0.3322784810126582,"9,411765099",83,106,2050,"14,72999954",15,0.6632736156351792,15.18553448,0.0,0.5,1.0,36.11745757715531,54.229766612377595,2.461803160670169,Moderate
"-0,3999634",0.5180504840758957,40.47235088,"245,5424299","-0,67554474",0.3421940928270042,"9,019607544",83,106,2018,"13,53999996",15,0.6600162866449512,15.08853626,0.0,0.5,1.0,35.97108299403746,54.40978307611599,2.5156018065250647,Moderate
"-0,6000366",0.5180504840758957,41.08408982,"252,3809668",0,0.3586497890295358,0,83,105,1994,"13,18000031",15,0.6490228013029316,14.98788643,0.0,0.5,1.0,35.75121328719707,55.06801092421727,2.5697011296570738,Moderate
"-0,7999878",0.5054151392187475,41.65829881,"257,5814733","-1,5762558",0.3810126582278481,0,83,104,1958,"19,07999992",15,0.6392508143322475,14.9458952,0.0,0.5,1.0,35.36624337492616,55.45711189786382,2.612477900268653,Moderate
"-1,0999756",0.5000000001603211,42.21374289,"261,8467409","-0,67553711",0.4082278481012658,0,83,108,1904,"20,35000038",17,0.626628664495114,14.91037846,0.0,0.5,1.0,35.0325732923071,56.32911393046347,2.6532205375333353,Moderate
"-1,2000122",0.4783393216016966,42.76168089,"262,6790649","-2,7021637",0.4130801687763713,0,83,109,1857,"20,19000053",17,0.623371335504886,14.87841415,0.0,0.5,1.0,34.64251653412317,55.65677961512272,2.6930700059867125,Moderate
"-0,6999512",0.46750901294369435,43.32463093,"260,8356006","-1,35107803",0.4345991561181434,0,83,108,1803,"19,92000008",17,0.5916123778501629,14.85036564,0.0,0.5,1.0,33.84488275115867,56.084326762473516,2.733352145559716,Moderate
"-0,7000122",0.4476534011253651,43.86506294,"256,4793504","-2,47698212",0.46012658227848097,0,83,108,1735,"18,95000076",16,0.5647394136807817,14.79936504,0.0,0.5,1.0,33.00958929049611,56.31119933615385,2.776381381716591,Moderate
"-0,7000122",0.43140792286778695,44.37922392,"250,4882912","-2,02661895",0.4889240506329114,0,83,107,1643,"17,44000053",16,0.5327768729641694,14.76271248,0.0,0.5,1.0,32.12665630230019,56.81327894002794,2.8154560312071366,Moderate
"-0,8999634",0.4079421775688673,44.84084285,"243,382871","-2,92734528",0.519409282700422,0,82,106,1534,"16,42000008",16,0.5120928338762215,14.72931767,0.0,0.5,1.0,31.360989341057444,57.094058410771574,2.850781183949475,Moderate
"-0,7000122",0.38808659637184795,45.2461668,"236,136893","-2,4769783",0.5466244725738396,0,82,106,1417,"14,86999989",16,0.48982084690553745,14.69710064,0.0,0.5,1.0,30.61771588368847,57.388442757827505,2.8824537624930455,Moderate
"-0,3999634",0.36281584549509227,45.61396078,"227,7566468","-3,15251923",0.5778481012658228,0,82,105,1296,"13,5",14,0.4580618892508143,14.66368675,0.0,0.5,1.0,29.60347546744267,57.6265578704366,2.9120833114209206,Good
"-0,4000244",0.3122743438217415,45.84664675,"221,2470817","-6,30503845",0.6050632911392405,"16,47058868",82,104,1111,"11,64000034",14,0.4246742671009772,14.62809563,0.0,0.5,1.0,28.17760049934567,56.69350539843929,2.9336041854000348,Good
"-0,2000122",0.2653429450076713,45.95923675,"217,542104","-5,85467911",0.6421940928270042,"20,3921566",82,105,1051,"7,150000095",14,0.3961726384364821,14.55793858,0.0,0.5,1.0,26.90359694384471,56.30148151338703,2.95406981546266,Good
0,0.22382670056268256,45.95173076,"217,8139681","-5,17914009",0.6824894514767932,"23,13725471",82,102,905,"7,289999962",12,0.3786644951140065,14.51581573,0.0,0.5,1.0,25.93069041072037,56.25264608157903,2.9616058581536144,Good
"-0,1000366",0.17328519888933175,45.85039981,"222,1922597","-6,30503845",0.7236286919831223,"24,31372643",81,101,896,"7,210000038",13,0.3513843648208469,14.50015736,0.0,0.5,1.0,24.626965279756913,55.876555634898175,2.9580602793312547,Good
"0,2000122",0.12093861516503077,45.62897282,"233,0053209","-6,53022194",0.7468354430379747,"24,70588303",81,101,881,"6,619999886",13,0.3403908794788274,14.50871086,0.0,0.5,0.0,23.62189681705201,34.71096232812022,2.9421512356443533,Good
"0,0999756",0.07581226782869718,45.3099678,"250,1613631","-5,629499434",0.7531645569620253,"23,92156982",81,100,872,"6,639999866",13,0.30374592833876224,14.53755951,0.0,0.5,0.0,22.212102584205702,33.15907299162891,2.91615731356256,Good
"0,7999878",0.046931402621693805,44.90839682,"272,3831087","-3,602880001",0.7616033755274261,"24,70588303",81,100,854,"6,610000134",13,0.2878664495114006,14.58122158,0.0,0.5,0.0,21.46130002955342,32.3413911259648,2.882212834816768,Good
"0,9000244",0.01985559268401852,44.42801288,"299,5253293","-3,377699852",0.7616033755274261,"23,13725471",81,100,855,"5,579999924",13,0.2972312703583062,14.58122158,0.0,0.5,0.0,21.2424592974264,31.258358728457786,2.851381879905208,Good
"0,7999878",0.010830324930583234,43.96264089,"326,8637287","-1,125899673",0.7531645569620253,"25,49019623",81,100,805,"6,179999828",13,0.30700325732899025,14.58122158,0.0,0.5,0.0,21.302520020538555,30.55979527570435,2.8215143892459813,Good
"0,9000244",0.0,43.48225689,"355,5020363","-1,35108006",0.7468354430379747,"25,09803963",81,100,800,"5,739999771",13,0.29275244299674263,14.58122158,0.0,0.5,0.0,20.85504885993485,29.873417721518987,2.7906834304836323,Good
"0,9000244",0.0,42.98310792,"384,1902901",0,0.7320675105485231,"25,09803963",81,100,802,"5,53000021",13,0.2956026058631922,14.58122158,0.0,0.5,0.0,20.912052117263844,29.282700421940927,2.758648139320024,Good
"0,8000488",0.0,42.50647691,"411,7662493",0,0.7257383966244726,"25,88235283",81,100,797,"5,190000057",14,0.2972312703583062,14.58122158,0.0,0.5,0.0,20.94462540716612,29.029535864978907,2.7280580467812077,Good
"0,6000366",0.0,42.03359893,"438,7767495",0,0.7194092827004219,"25,49019623",81,100,792,"6,179999828",13,0.2988599348534202,14.58122158,0.0,0.5,1.0,20.977198697068406,48.77637130801688,2.6977088230331168,Good
"0,5",0.0,41.60575695,"463,998616",0,0.7130801687763713,"26,66666794",81,100,801,"4,820000172",13,0.3118892508143323,14.58122158,0.0,0.5,1.0,21.237785016286644,48.52320675105485,2.6702500016689963,Good
"0,6000366",0.0,41.19667998,"488,2344793",0,0.7040084388185653,"25,09803963",80,100,798,"5,769999981",14,0.32288273615635177,14.58122158,0.0,0.5,1.0,21.457654723127035,48.16033755274262,2.6439955152733283,Good
"0,2000122",0.0,40.77634398,"512,4940775",0,0.6850210970464135,"30,19607925",80,100,799,"4,659999847",14,0.3371335504885994,14.58122158,0.0,0.5,1.0,21.742671009771986,47.40084388185654,2.617018426356273,Good
0,0.0,40.33348999,"537,0560784",0,0.6719409282700421,"24,31372643",80,100,778,"5,550000191",14,0.3546416938110749,14.58122158,0.0,0.5,1.0,22.092833876221498,46.87763713080169,2.5885961368890307,Good
"-0,0999756",0.0,39.86061201,"561,9766309",0,0.6561181434599156,"25,09803963",80,100,823,"4,730000019",15,0.3705211726384365,14.58122158,0.0,0.5,1.0,22.41042345276873,46.244725738396625,2.5582469131409398,Good
0,0.0,39.35771005,"587,0590987",0,0.6356540084388185,"25,49019623",80,100,809,"5,5",14,0.3912866449511401,14.58122158,0.0,0.5,1.0,22.825732899022803,45.42616033755274,2.525970755753799,Good
0,0.0,38.82853702,"612,048191",0,0.6075949367088607,"25,88235283",80,100,801,"5,690000057",15,0.4181596091205212,14.58122158,0.0,0.5,1.0,23.363192182410426,44.303797468354425,2.4920085258167544,Good
0,0.0,38.28435202,"636,6537219",0,0.580379746835443,"25,49019623",80,100,795,"4,440000057",14,0.4548045602605863,14.58122158,0.0,0.5,1.0,24.096091205211724,43.21518987341773,2.457082830343781,Good
0,0.0,37.72890806,"660,7656133",0,0.5449367088607595,"25,88235283",80,99,802,"5,170000076",14,0.48982084690553745,14.58122158,0.0,0.5,1.0,24.79641693811075,41.797468354430386,2.4214345368420083,Good
0,0.0,37.1546991,"684,3749853",0,0.5062236286919831,"27,05882454",79,100,808,"4,829999924",15,0.5152687296416938,14.58122158,0.0,0.5,1.0,25.305374592833875,40.24894514767933,2.384581909013581,Good
0,0.0,36.53545408,"707,3828463",0,0.4723628691983122,"27,05882454",79,100,794,"4,829999924",14,0.5500814332247557,14.58122158,0.0,0.5,1.0,26.001628664495115,38.89451476793249,2.344838874950394,Good
0,0.0,35.87117307,"729,3715159",0,0.4535864978902953,"25,09803963",79,99,801,"5,139999866",15,0.5692182410423453,14.58122158,0.0,0.5,1.0,26.384364820846905,38.143459915611814,2.3022054391450353,Good
0,0.0,35.17686809,"750,1228154",0,0.43860759493670887,"25,49019623",79,100,801,"4,679999828",15,0.5838762214983714,14.58122158,0.0,0.5,1.0,26.677524429967427,37.54430379746836,2.2576450703424245,Good
0,0.0,34.46004515,"769,533557",0,0.4181434599156118,"27,05882454",79,99,789,"4,78000021",14,0.6074918566775245,14.58122158,0.0,0.5,1.0,27.14983713355049,36.72573839662447,2.211639502915021,Good
0,0.0,33.72070411,"787,4433696",0,0.41561181434599154,"29,01960754",79,99,848,"6,099999905",14,0.6091205211726385,14.58122158,0.0,0.5,1.0,27.18241042345277,36.62447257383966,2.164188727877651,Good
0,0.0,32.98136308,"804,2414022",0,0.409915611814346,"25,88235283",79,100,797,"4,559999943",14,0.6091205211726385,14.58122158,0.0,0.5,1.0,27.18241042345277,36.39662447257384,2.1167379534820787,Good
0,0.0,32.20449209,"818,9152544",0,0.38586497890295357,"36,86274719",79,99,928,"7,150000095",15,0.6359934853420195,14.58122158,0.0,0.5,1.0,27.719869706840388,35.434599156118146,2.066878513000391,Good
0,0.0,31.38633814,"830,9808839",0,0.36540084388185656,"27,05882454",79,100,937,"5,409999847",16,0.6616449511400652,14.6149683,0.0,0.5,1.0,28.232899022801305,34.616033755274266,2.010016129203413,Good
"-0,9000244",0.04873645789102192,30.62823208,"834,3487924","6,079859734",0.3438818565400844,"41,96078491",79,101,1309,"11,61999989",16,0.6791530944625407,14.65610123,0.0,0.5,1.0,29.314108757616143,35.70473257724425,1.9563128540144217,Good
"-0,8000488",0.07400721637500875,29.9151621,"833,8371482","3,152520179",0.34472573839662446,"41,17647171",79,109,1819,"17,13999939",18,0.6775244299674267,14.69688511,0.0,0.5,1.0,29.660596844973664,36.74931819086533,1.9058024499995847,Good
"-0,7000122",0.10288807778240457,29.22085708,"828,0524334","3,602879527",0.31751054852320676,"3,529411793",78,112,1083,"11,94999981",19,0.6999185667752443,14.71930027,0.0,0.5,1.0,30.541692502240952,36.81594505222445,1.8589158918076956,Moderate
"-0,7000122",0.11732851230575016,28.54156415,"819,577238","1,80144024",0.2869198312236287,"81,17647552",78,109,1291,"15,35999966",18,0.7251628664495114,14.74484062,0.0,0.5,1.0,31.263185013576482,36.16993374117515,1.8127566254144782,Moderate
"-0,6000366",0.14981948421172198,27.91481317,"807,7676177","4,05323982",0.2721518987341772,"62,74509811",78,122,1658,"22,61000061",20,0.747557003257329,14.76320267,0.0,0.5,1.0,32.19843232832241,36.87885531783597,1.770884619984398,Moderate
"-0,9000244",0.2942237987437076,29.92642122,"75,41396348","-2,47698212",0.3719409282700422,"7,450980663",72,101,1620,"15,84000015",16,0.6632736156351792,11.89407349,0.0,0.5,1.0,32.678829293859195,46.646589080549994,2.320943900560939,Moderate
-1,0.2870036235662958,29.64494628,"67,13448538","-0,90071487",0.3759493670886076,"6,274509907",72,104,1583,"11,85000038",17,0.6457654723127035,11.89655209,0.0,0.5,1.0,32.22036379974851,46.51811962619614,2.298672239922694,Moderate
-1,0.30324907128272455,29.43477827,"60,89552337","2,02661514",0.38354430379746834,"1,960784316",72,102,1534,"14,30000019",16,0.6107491856677525,11.90702534,0.0,0.5,1.0,31.763719782595917,47.47173500320772,2.2805237841115136,Moderate
"-1,8999634",0.2815883928042606,29.22461019,"55,72178834","-2,70216369",0.3892405063291139,"8,235294342",72,104,1470,"14,14999962",16,0.5598534201954397,11.94781303,0.0,0.5,1.0,30.420894295972705,46.83315596533498,2.2571078314373834,Moderate
"-1,8999634",0.27256315080639304,29.04071317,"51,83697552","-1,12589646",0.39177215189873416,0,72,104,1431,"12,31000042",16,0.5500814332247557,11.98374367,0.0,0.5,1.0,30.09007592659101,46.57341210820508,2.2366979746450895,Moderate
"-2,2000122",0.2581227086678002,28.88308715,"49,28259474","-1,80144119",0.39662447257383965,0,72,103,1379,"12,93999958",16,0.4946254071661238,12.02718925,0.0,0.5,1.0,28.764348773339478,46.189887249665595,2.2171388313868245,Good
"-2,5999756",0.24548733326950264,28.77800311,"48,22538804","-1,57625961",0.3909282700421941,0,72,103,1286,"11,68000031",16,0.4802931596091205,12.07250786,0.0,0.5,1.0,28.288173191224946,45.45662413246787,2.201414098824646,Good
"-2,4000244",0.22743680350212367,28.70669609,"47,96874949","-2,25179863",0.3991561181434599,0,72,102,1206,"12,69999981",16,0.40553745928338764,12.11317921,0.0,0.5,1.0,26.52230123819961,45.06371686582335,2.189148461275395,Good
"-1,5",0.22382670056268256,28.60161208,"47,45137594","-0,45035935",0.43544303797468353,"19,2156868",72,103,1092,"10,84000015",16,0.3721498371335505,12.14438725,0.0,0.5,1.0,25.800397251111246,46.370789541494645,2.1759562873499485,Good
"-1,0999756",0.20577615556480913,28.62413008,"47,28567893","-2,25180053",0.45189873417721516,"25,09803963",72,102,961,"5,230000019",14,0.33224755700325737,12.12617874,0.0,0.5,1.0,24.731593473537284,46.30699558968097,2.1806902562413226,Good
"-1,2999878",0.18231045611769378,28.75173209,"44,74934593","-2,92733956",0.46497890295358646,"26,27450943",72,100,894,"7,920000076",12,0.3261400651465798,12.14860439,0.0,0.5,1.0,24.257458144697,45.89157436285121,2.1866755769050865,Good
"-1,7000122",0.14079419636205004,28.89434604,"40,24252647","-5,179142",0.4791139240506329,"25,88235283",72,100,898,"5,75",14,0.2785016286644951,12.16487885,0.0,0.5,1.0,22.681945518720653,44.79632481650732,2.19480531262162,Good
"-1,6000366",0.12274366659467106,29.02570101,"35,54355359","-2,25179863",0.46582278481012657,"51,37255096",72,100,925,"10,57999992",14,0.26099348534201955,12.22676563,0.0,0.5,1.0,22.061024705760456,43.54265805619191,2.1944670240596076,Good
